aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:249:quarter:2026-07-01:median_rent_per_sqft:all:all,community,249,Al Muteena,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,579.32,202,higher,[],2026-09-08,dlx-aggregates-2
community:254:quarter:2021-01-01:median_rent_per_sqft:all:all,community,254,Al Buteen,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,112.04,30,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2019-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,482.44,310,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2019-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,570.95,160,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2019-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,544.21,170,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2019-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,553.55,158,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2020-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,469.92,276,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2020-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,528.65,121,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2020-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,515.93,175,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2020-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,513.87,227,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2021-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,425.53,296,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2021-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,486.19,161,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2021-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,471.4,171,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2021-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,502.31,211,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2022-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,434.78,257,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2022-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,475.14,203,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2022-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,498.61,183,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2022-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,513.87,229,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2023-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,500.32,334,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2023-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,513.87,197,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2023-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,528.79,211,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2023-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,534.34,218,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2024-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,526.32,329,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2024-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,543.65,197,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2024-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,567.74,222,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2024-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,579.34,265,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2025-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,514.82,284,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2025-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,558.38,173,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2025-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,594.83,193,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2025-10-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,610.56,254,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2026-01-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,528.79,257,higher,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2026-04-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,585.79,146,moderate,[],2026-09-08,dlx-aggregates-2
community:255:quarter:2026-07-01:median_rent_per_sqft:all:all,community,255,Rega Al Buteen,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,592.59,125,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2019-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,550.71,70,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2019-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,502.4,64,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2019-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,491.63,71,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2019-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,485.34,92,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2020-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,489.75,164,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2020-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,426.19,113,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2020-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,441.77,151,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2020-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,441.68,180,moderate,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2021-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,430.31,258,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2021-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,430.9,203,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2021-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,423.79,248,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2021-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,425.53,325,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2022-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,422.69,367,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2022-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,430.31,352,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2022-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,433.64,337,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2022-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,457.49,313,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2023-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,458.64,422,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2023-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,462.46,377,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2023-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,474.84,357,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2023-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,510.93,396,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2024-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,494.69,411,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2024-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,517.62,403,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2024-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,538.78,402,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2024-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,565.15,414,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2025-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,544.42,438,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2025-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,542.58,424,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2025-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,563.4,427,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2025-10-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,591.96,402,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2026-01-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,578.15,402,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2026-04-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,581.95,376,higher,[],2026-09-08,dlx-aggregates-2
community:264:quarter:2026-07-01:median_rent_per_sqft:all:all,community,264,Nad Al Hamar,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,609.97,266,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2019-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,336.35,93,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2019-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,365.26,129,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2019-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,150.0,67,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2019-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,517.24,65,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2020-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,598.76,136,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2020-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,493.94,93,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2020-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,535.84,114,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2020-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,517.45,138,moderate,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2021-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,537.77,221,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2021-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,513.14,231,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2021-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,523.35,408,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2021-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,772.06,885,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2022-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,558.95,394,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2022-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,563.43,359,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2022-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,560.95,426,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2022-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,591.72,684,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2023-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,649.01,566,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2023-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,629.56,463,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2023-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,610.48,455,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2023-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,646.98,741,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2024-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,720.02,594,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2024-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,739.04,468,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2024-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,720.89,518,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2024-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,734.33,709,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2025-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,781.3,691,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2025-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,826.35,530,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2025-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,790.45,575,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2025-10-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,775.75,708,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2026-01-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,834.38,647,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2026-04-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,837.04,458,higher,[],2026-09-08,dlx-aggregates-2
community:266:quarter:2026-07-01:median_rent_per_sqft:all:all,community,266,Al Satwa,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,786.12,402,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2019-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,552.57,850,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2019-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,564.02,591,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2019-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,496.66,617,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2019-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,597.67,897,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2020-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,495.55,839,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2020-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,523.81,509,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2020-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,493.15,553,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2020-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,529.33,752,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2021-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,448.28,827,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2021-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,481.82,577,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2021-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,457.23,540,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2021-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,476.29,822,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2022-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,509.15,1148,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2022-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,486.95,612,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2022-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,481.25,589,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2022-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,511.35,737,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2023-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,483.93,994,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2023-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,499.13,727,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2023-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,497.33,703,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2023-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,534.62,770,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2024-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,504.76,990,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2024-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,538.21,731,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2024-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,536.48,742,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2024-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,606.35,1013,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2025-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,523.65,967,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2025-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,571.85,782,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2025-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,550.53,712,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2025-10-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,605.29,866,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2026-01-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,561.01,935,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2026-04-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,611.44,717,higher,[],2026-09-08,dlx-aggregates-2
community:267:quarter:2026-07-01:median_rent_per_sqft:all:all,community,267,Al Raffa,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,573.44,467,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2019-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,600.0,380,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2019-04-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,580.9,282,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2019-07-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,578.51,280,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2019-10-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,571.94,323,higher,[],2026-09-08,dlx-aggregates-2
community:269:quarter:2020-01-01:median_rent_per_sqft:all:all,community,269,Al Hamriya,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,542.64,398,higher,[],2026-09-08,dlx-aggregates-2
